"ID";"LorriesAndRoadTractors";"YearsOfConstruction";"Periods";"TotalKilometresInTheNetherlands_1";"KilometresByDutchVehicles_2";"KilometresByForeignVehicles_3";"TotalKilometresByDutchVehicles_4";"KilometresInTheNetherlands_5";"KilometresAbroad_6";"TotalAverageAnnualKilometres_7";"AverageAnnualKilometresInNetherlands_8";"AverageAnnualKilometresAbroad_9";"DutchGoodsVehiclesInUse_10"
"1744";"A028274";"A044281";"2017JJ00";"    91.1";"    82.7";"     8.4";"   109.9";"    82.7";"    27.3";"   80543";"   60569";"   19975";"    1365"
"1745";"A028274";"A044281";"2018JJ00";"    81.9";"    72.7";"     9.2";"   102.7";"    72.7";"    30.0";"   74476";"   52729";"   21747";"    1379"
"1746";"A028274";"A044282";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1747";"A028274";"A044282";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1748";"A028274";"A044282";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1749";"A028274";"A044282";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1750";"A028274";"A044282";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1751";"A028274";"A044282";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1752";"A028274";"A044282";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1753";"A028274";"A044282";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1754";"A028274";"A044282";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1755";"A028274";"A044282";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1756";"A028274";"A044282";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1757";"A028274";"A044282";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1758";"A028274";"A044282";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1759";"A028274";"A044282";"2014JJ00";"    26.8";"    23.7";"     3.0";"    37.7";"    23.7";"    14.0";"   30993";"   19494";"   11498";"    1218"
"1760";"A028274";"A044282";"2015JJ00";"    67.5";"    60.9";"     6.6";"    87.6";"    60.9";"    26.7";"   74424";"   51724";"   22699";"    1177"
"1761";"A028274";"A044282";"2016JJ00";"    70.8";"    63.5";"     7.2";"    88.4";"    63.5";"    24.8";"   77795";"   55935";"   21860";"    1136"
"1762";"A028274";"A044282";"2017JJ00";"    73.2";"    67.1";"     6.1";"    87.0";"    67.1";"    19.8";"   75277";"   58114";"   17163";"    1155"
"1763";"A028274";"A044282";"2018JJ00";"    69.6";"    63.2";"     6.3";"    83.8";"    63.2";"    20.6";"   71051";"   53572";"   17478";"    1180"
"1764";"A028274";"A044283";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1765";"A028274";"A044283";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1766";"A028274";"A044283";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1767";"A028274";"A044283";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1768";"A028274";"A044283";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1769";"A028274";"A044283";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1770";"A028274";"A044283";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1771";"A028274";"A044283";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1772";"A028274";"A044283";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1773";"A028274";"A044283";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1774";"A028274";"A044283";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1775";"A028274";"A044283";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1776";"A028274";"A044283";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1777";"A028274";"A044283";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1778";"A028274";"A044283";"2015JJ00";"    43.5";"    35.9";"     7.6";"    66.7";"    35.9";"    30.8";"   41766";"   22470";"   19296";"    1596"
"1779";"A028274";"A044283";"2016JJ00";"    97.6";"    87.4";"    10.3";"   122.7";"    87.4";"    35.3";"   80476";"   57299";"   23177";"    1525"
"1780";"A028274";"A044283";"2017JJ00";"   101.3";"    92.5";"     8.8";"   121.2";"    92.5";"    28.7";"   81778";"   62396";"   19381";"    1482"
"1781";"A028274";"A044283";"2018JJ00";"    93.5";"    83.0";"    10.5";"   117.1";"    83.0";"    34.1";"   78257";"   55484";"   22773";"    1497"
"1782";"A028274";"A044284";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1783";"A028274";"A044284";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1784";"A028274";"A044284";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1785";"A028274";"A044284";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1786";"A028274";"A044284";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1787";"A028274";"A044284";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1788";"A028274";"A044284";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1789";"A028274";"A044284";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1790";"A028274";"A044284";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1791";"A028274";"A044284";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1792";"A028274";"A044284";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1793";"A028274";"A044284";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1794";"A028274";"A044284";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1795";"A028274";"A044284";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1796";"A028274";"A044284";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"1797";"A028274";"A044284";"2016JJ00";"    60.2";"    51.9";"     8.3";"    80.6";"    51.9";"    28.7";"   38650";"   24890";"   13759";"    2085"
"1798";"A028274";"A044284";"2017JJ00";"   127.7";"   116.4";"    11.3";"   153.1";"   116.4";"    36.7";"   76183";"   57899";"   18284";"    2010"
"1799";"A028274";"A044284";"2018JJ00";"   120.9";"   108.4";"    12.5";"   149.1";"   108.4";"    40.7";"   74753";"   54345";"   20407";"    1994"
"1800";"A028274";"A044285";"2001JJ00";"";"";"";"";"";"";"";"";"";""
"1801";"A028274";"A044285";"2002JJ00";"";"";"";"";"";"";"";"";"";""
"1802";"A028274";"A044285";"2003JJ00";"";"";"";"";"";"";"";"";"";""
"1803";"A028274";"A044285";"2004JJ00";"";"";"";"";"";"";"";"";"";""
"1804";"A028274";"A044285";"2005JJ00";"";"";"";"";"";"";"";"";"";""
"1805";"A028274";"A044285";"2006JJ00";"";"";"";"";"";"";"";"";"";""
"1806";"A028274";"A044285";"2007JJ00";"";"";"";"";"";"";"";"";"";""
"1807";"A028274";"A044285";"2008JJ00";"";"";"";"";"";"";"";"";"";""
"1808";"A028274";"A044285";"2009JJ00";"";"";"";"";"";"";"";"";"";""
"1809";"A028274";"A044285";"2010JJ00";"";"";"";"";"";"";"";"";"";""
"1810";"A028274";"A044285";"2011JJ00";"";"";"";"";"";"";"";"";"";""
"1811";"A028274";"A044285";"2012JJ00";"";"";"";"";"";"";"";"";"";""
"1812";"A028274";"A044285";"2013JJ00";"";"";"";"";"";"";"";"";"";""
"1813";"A028274";"A044285";"2014JJ00";"";"";"";"";"";"";"";"";"";""
"1814";"A028274";"A044285";"2015JJ00";"";"";"";"";"";"";"";"";"";""
"1815";"A028274";"A044285";"2016JJ00";"";"";"";"";"";"";"";"";"";""
"1816";"A028274";"A044285";"2017JJ00";"    68.7";"    63.3";"     5.4";"    80.9";"    63.3";"    17.6";"   36349";"   28425";"    7924";"    2226"
